"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"495",0,1,0,0,0,0,0,4,0,8
"496",1,2,0,1,0,0,0,1,1,4
"497",0,3,0,0,1,0,0,5,1,7
"498",0,2,0,0,0,0,0,5,0,9
"499",0,5,0,0,2,0,1,6,0,9
"500",0,4,0,0,2,0,1,3,0,5
"501",1,5,1,4,3,1,2,6,2,8
"502",0,2,0,1,1,0,0,6,0,5
"503",0,2,0,1,1,0,0,2,0,5
"504",0,3,1,0,2,1,1,2,0,6
"505",0,3,0,0,2,0,0,3,0,3
"506",0,4,0,0,2,0,0,4,0,7
"507",0,1,0,0,1,0,0,1,1,8
"508",1,2,0,1,2,2,2,5,2,10
"509",0,2,0,0,0,0,0,2,0,4
"510",0,2,0,0,2,0,2,4,0,4
"511",0,2,0,0,1,0,0,1,0,4
"512",0,0,0,0,0,0,0,0,0,2
"513",0,1,0,0,1,0,0,0,0,4
"514",0,1,0,1,1,1,1,1,0,3
"515",1,1,0,1,0,1,0,2,1,4
"516",0,1,0,1,0,0,0,4,1,3
"517",0,2,0,1,2,0,2,6,1,7
"518",0,1,0,0,0,0,0,2,0,2
"519",0,1,0,0,1,0,1,1,0,1
"520",0,4,0,2,0,1,1,9,1,7
"521",0,3,0,0,3,0,2,5,0,7
"522",0,3,0,0,1,0,1,1,0,6
"523",0,1,0,1,0,0,0,4,1,5
"524",0,3,0,1,1,1,1,4,2,6
"525",0,1,0,0,0,0,0,2,0,2
"526",0,1,0,0,1,0,0,3,0,4
"527",0,0,0,0,1,0,0,5,0,8
"528",1,5,1,3,1,1,1,2,2,6
"529",0,0,0,0,0,0,0,2,0,3
"530",0,0,0,0,0,0,1,2,0,6
"531",0,1,0,0,1,0,0,6,0,6
"532",0,1,0,0,2,0,1,5,0,5
"533",0,2,0,1,1,0,0,3,0,3
"534",0,3,0,2,1,0,0,3,1,6
"535",0,0,0,0,0,0,0,3,0,5
"536",0,4,0,0,2,0,1,8,0,7
"537",0,4,0,0,2,0,1,8,0,7
"538",0,2,1,0,1,1,0,2,0,7
"539",0,1,0,0,1,0,1,3,0,3
"540",0,0,0,0,0,0,0,4,0,6
"541",0,1,0,0,1,0,1,5,0,7
"542",0,1,0,0,1,0,0,3,1,5
"543",0,0,0,1,0,0,0,2,2,4
"544",0,1,0,0,0,0,0,1,0,4
"545",0,1,0,1,0,0,1,2,0,6
"546",0,1,0,0,0,0,0,2,0,1
"547",0,2,0,0,1,0,0,4,0,2
"548",0,2,0,0,1,0,0,4,0,2
"549",0,2,0,0,1,0,0,4,0,2
"550",0,3,0,0,0,0,0,5,0,4
"551",0,5,0,0,2,0,1,5,0,8
"552",0,1,0,0,1,0,1,4,0,4
"553",0,0,0,0,0,0,0,4,0,4
"554",0,1,0,0,0,0,0,2,0,4
"555",0,2,0,0,0,0,0,3,0,5
"556",0,2,0,1,0,0,0,1,0,2
"557",0,1,0,0,0,0,0,3,0,5
"558",0,1,0,2,0,0,0,7,1,5
"559",0,3,0,2,0,1,1,10,1,8
"560",0,0,0,0,0,0,0,1,0,1
"561",0,0,0,0,0,0,0,0,0,3
"562",1,2,1,1,0,1,1,2,1,3
"563",0,1,0,1,0,0,0,4,2,2
"564",0,2,0,0,0,0,0,5,0,6
"565",0,0,0,0,0,0,0,2,1,4
"566",0,0,0,0,0,0,0,1,0,2
"567",1,0,0,1,0,2,0,3,2,1
"568",0,2,0,1,1,0,1,3,0,6
"569",0,3,0,0,0,0,0,3,0,5
"570",0,1,0,1,0,0,0,2,0,2
"571",0,1,0,0,0,0,0,2,0,3
"572",0,1,0,0,0,0,0,2,0,3
"573",0,0,0,0,0,0,0,2,0,5
"574",0,0,0,0,0,0,0,2,0,5
"575",0,0,0,0,0,0,0,2,0,5
"576",0,1,0,1,0,1,0,5,1,6
"577",0,3,0,0,1,0,0,4,0,5
"578",0,1,0,0,0,0,0,2,0,3
"579",0,2,0,2,1,0,0,5,0,5
"580",0,3,0,1,1,0,1,4,1,7
"581",1,3,1,1,2,0,1,4,1,7
"582",0,1,0,2,1,0,0,6,0,7
"583",0,0,0,0,1,0,0,2,0,5
"584",0,1,0,1,1,0,1,5,0,6
"585",0,4,0,1,1,1,0,4,1,6
"586",0,1,0,1,1,0,1,5,0,7
"587",0,1,0,0,0,0,0,1,0,3
"588",0,0,0,0,0,0,0,2,0,3
"589",0,0,0,0,0,0,0,2,0,3
"590",0,0,0,0,0,0,0,2,0,3
"591",0,1,0,0,1,0,0,1,0,1
"592",0,2,0,0,1,0,0,2,0,3
"593",0,4,0,0,2,0,2,4,0,6
"594",0,2,0,0,0,0,0,2,0,3
"595",0,3,0,0,1,0,1,3,0,3
"596",0,2,0,0,2,0,0,6,0,8
"597",0,2,0,0,1,0,0,2,0,3
"598",0,2,0,0,1,0,0,5,1,5
"599",0,1,0,0,1,0,0,4,0,5
"600",0,2,0,0,1,0,1,4,0,4
